"position","const","created","modified","description","Title","Title.type","Directors","ForPeopleNotSheeple.rated","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
9187,"tt1073510","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Prayers for Bobby","TV Movie","Russell Mulcahy",NA,8.1,90,"2009","biography, drama",9392,"2009-01-21","http://www.imdb.com/title/tt1073510/","1073510"
871,"tt0087182","Mon Apr 22 18:27:02 2013","Mon Apr 22 18:27:02 2013","","Dune","Feature Film","David Lynch",5,6.6,137,"1984","action, adventure, sci_fi",86069,"1984-12-14","http://www.imdb.com/title/tt0087182/","0087182"
9012,"tt1024232","Mon Apr 29 18:17:03 2013","Mon Apr 29 18:17:03 2013","","Dreamtime's Over","Feature Film","Oscar D'Roccster",NA,2.2,NA,"2009","history, horror, thriller",250,"2009-05-12","http://www.imdb.com/title/tt1024232/","1024232"
477,"tt0814314","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Seven Pounds","Feature Film","Gabriele Muccino",7,7.7,123,"2008","drama",196608,"2008-12-19","http://www.imdb.com/title/tt0814314/","0814314"
1195,"tt0881320","Mon Apr 22 18:27:28 2013","Mon Apr 22 18:27:28 2013","","Sanctum","Feature Film","Alister Grierson",NA,5.9,108,"2011","adventure, drama, thriller",42381,"2011-02-03","http://www.imdb.com/title/tt0881320/","0881320"
6169,"tt0067144","Mon Apr 22 18:41:47 2013","Mon Apr 22 18:41:47 2013","","The Go-Between","Feature Film","Joseph Losey",NA,7.4,118,"1970","drama, romance",2820,"1970","http://www.imdb.com/title/tt0067144/","0067144"
1700,"tt0114214","Mon Apr 22 18:29:04 2013","Mon Apr 22 18:29:04 2013","","The Quick and the Dead","Feature Film","Sam Raimi",8,6.4,107,"1995","action, thriller, western",59666,"1995-02-10","http://www.imdb.com/title/tt0114214/","0114214"
7324,"tt0117381","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Primal Fear","Feature Film","Gregory Hoblit",7,7.7,129,"1996","crime, drama, mystery, thriller",109147,"1996-04-03","http://www.imdb.com/title/tt0117381/","0117381"
5118,"tt0094890","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Cocoon: The Return","Feature Film","Daniel Petrie",NA,5.2,116,"1988","adventure, comedy, mystery, romance, sci_fi",10400,"1988-11-23","http://www.imdb.com/title/tt0094890/","0094890"
3026,"tt1235448","Mon Apr 22 18:33:23 2013","Mon Apr 22 18:33:23 2013","","The Thaw","Feature Film","Mark A. Lewis",NA,5.3,90,"2009","horror, sci_fi, thriller",8398,"2009-08-30","http://www.imdb.com/title/tt1235448/","1235448"
50,"tt0499549","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","Avatar","Feature Film","James Cameron",6,7.9,162,"2009","action, adventure, fantasy, sci_fi",712023,"2009-12-10","http://www.imdb.com/title/tt0499549/","0499549"
3725,"tt0089730","Mon Apr 22 18:35:47 2013","Mon Apr 22 18:35:47 2013","","Once Bitten","Feature Film","Howard Storm",NA,5.3,94,"1985","comedy, horror",8495,"1985-11-15","http://www.imdb.com/title/tt0089730/","0089730"
7827,"tt0093186","Thu Apr 25 03:01:04 2013","Thu Apr 25 03:01:04 2013","","Hiding Out","Feature Film","Bob Giraldi",NA,6.4,98,"1987","comedy, drama, romance, thriller",2120,"1987-11-06","http://www.imdb.com/title/tt0093186/","0093186"
5622,"tt0103130","Mon Apr 22 18:40:20 2013","Mon Apr 22 18:40:20 2013","","Trust","Feature Film","Hal Hartley",NA,7.7,107,"1990","comedy, drama",6111,"1990-09-09","http://www.imdb.com/title/tt0103130/","0103130"
3489,"tt0074751","Mon Apr 22 18:34:43 2013","Mon Apr 22 18:34:43 2013","","King Kong","Feature Film","John Guillermin",NA,5.8,134,"1976","adventure, fantasy, romance, sci_fi, thriller",18895,"1976-09-08","http://www.imdb.com/title/tt0074751/","0074751"
523,"tt1308729","Mon Apr 22 18:25:34 2013","Mon Apr 22 18:25:34 2013","","Bullet to the Head","Feature Film","Walter Hill",3,5.7,92,"2012","action, crime, thriller",33148,"2012-11-14","http://www.imdb.com/title/tt1308729/","1308729"
9166,"tt1238834","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Wuthering Heights","TV Movie","Coky Giedroyc",NA,7.8,142,"2009","drama, romance",4632,"2009-01-18","http://www.imdb.com/title/tt1238834/","1238834"
4238,"tt0118647","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","The Assignment","Feature Film","Christian Duguay",NA,6.9,119,"1997","action, crime, thriller",6928,"1997-09-12","http://www.imdb.com/title/tt0118647/","0118647"
8382,"tt0076106","Mon Apr 29 17:39:18 2013","Mon Apr 29 17:39:18 2013","","Greased Lightning","Feature Film","Michael Schultz",NA,6.1,96,"1977","action, biography, comedy, drama, sport",791,"1977-07","http://www.imdb.com/title/tt0076106/","0076106"
1487,"tt0101921","Mon Apr 22 18:28:26 2013","Mon Apr 22 18:28:26 2013","","Fried Green Tomatoes","Feature Film","Jon Avnet",NA,7.6,130,"1991","drama, comedy",44183,"1991-12-27","http://www.imdb.com/title/tt0101921/","0101921"
4894,"tt0079826","Mon Apr 22 18:38:53 2013","Mon Apr 22 18:38:53 2013","","The Rose","Feature Film","Mark Rydell",7,6.9,125,"1979","drama, music",5090,"1979-11-07","http://www.imdb.com/title/tt0079826/","0079826"
6034,"tt0093854","Mon Apr 22 18:41:22 2013","Mon Apr 22 18:41:22 2013","","Return to Horror High","Feature Film","Bill Froehlich",NA,4.1,95,"1987","comedy, horror",1982,"1987-01-28","http://www.imdb.com/title/tt0093854/","0093854"
7938,"tt0237539","Thu Apr 25 03:01:06 2013","Thu Apr 25 03:01:06 2013","","Bread and Tulips","Feature Film","Silvio Soldini",NA,7.4,114,"2000","comedy, romance",7227,"2000-02-29","http://www.imdb.com/title/tt0237539/","0237539"
1867,"tt0078935","Mon Apr 22 18:29:07 2013","Mon Apr 22 18:29:07 2013","","Cannibal Holocaust","Feature Film","Ruggero Deodato",NA,6,95,"1980","adventure, horror",31643,"1980-02-07","http://www.imdb.com/title/tt0078935/","0078935"
2529,"tt0116999","Mon Apr 22 18:31:21 2013","Mon Apr 22 18:31:21 2013","","Marvin's Room","Feature Film","Jerry Zaks",NA,6.7,98,"1996","drama",16815,"1996-12-18","http://www.imdb.com/title/tt0116999/","0116999"
9227,"tt2584172","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Supanatural","TV Movie","Mark Brooks",NA,5.2,NA,"2013","animation, comedy",250,"2013-04-19","http://www.imdb.com/title/tt2584172/","2584172"
6855,"tt0072403","Mon Apr 22 18:43:42 2013","Mon Apr 22 18:43:42 2013","","The White Dawn","Feature Film","Philip Kaufman",NA,7.1,110,"1974","adventure, drama, history",453,"1974-07-21","http://www.imdb.com/title/tt0072403/","0072403"
4719,"tt0109327","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","Brainscan","Feature Film","John Flynn",NA,6.1,96,"1994","comedy, horror, sci_fi, thriller",7354,"1994-04-22","http://www.imdb.com/title/tt0109327/","0109327"
2680,"tt0085210","Mon Apr 22 18:31:23 2013","Mon Apr 22 18:31:23 2013","","Bad Boys","Feature Film","Rick Rosenthal",NA,7.2,104,"1983","crime, drama, thriller",9345,"1983-03-25","http://www.imdb.com/title/tt0085210/","0085210"
2284,"tt0078841","Mon Apr 22 18:30:52 2013","Mon Apr 22 18:30:52 2013","","Being There","Feature Film","Hal Ashby",NA,8,130,"1979","comedy",45101,"1979-12-19","http://www.imdb.com/title/tt0078841/","0078841"
8825,"tt0401997","Mon Apr 29 18:16:33 2013","Mon Apr 29 18:16:33 2013","","Breach","Feature Film","Billy Ray",7,7,110,"2007","biography, crime, drama, history, thriller",49025,"2007-02-16","http://www.imdb.com/title/tt0401997/","0401997"
9738,"tt0090106","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","Surviving","TV Movie","Waris Hussein",NA,7.6,143,"1985","drama",378,"1985-02-10","http://www.imdb.com/title/tt0090106/","0090106"
359,"tt1496422","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","The Paperboy","Feature Film","Lee Daniels",NA,5.8,107,"2012","drama, thriller",23324,"2012-05-24","http://www.imdb.com/title/tt1496422/","1496422"
4862,"tt0081480","Mon Apr 22 18:38:25 2013","Mon Apr 22 18:38:25 2013","","Seems Like Old Times","Feature Film","Jay Sandrich",NA,6.7,100,"1980","comedy, romance",5495,"1980-12-19","http://www.imdb.com/title/tt0081480/","0081480"
1405,"tt1083456","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Fired Up!","Feature Film","Will Gluck",NA,6.2,90,"2009","comedy",32872,"2009-02-20","http://www.imdb.com/title/tt1083456/","1083456"
9678,"tt0099263","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","The Christmas Toy","TV Movie","Eric Till",NA,8,50,"1986","family, musical",680,"1986-12-06","http://www.imdb.com/title/tt0099263/","0099263"
1231,"tt1462758","Mon Apr 22 18:27:29 2013","Mon Apr 22 18:27:29 2013","","Buried","Feature Film","Rodrigo Cortés",7,7,95,"2010","drama, mystery, thriller",100430,"2010-01-23","http://www.imdb.com/title/tt1462758/","1462758"
437,"tt0335266","Mon Apr 22 18:25:33 2013","Mon Apr 22 18:25:33 2013","","Lost in Translation","Feature Film","Sofia Coppola",2,7.8,101,"2003","drama",274419,"2003-08-29","http://www.imdb.com/title/tt0335266/","0335266"
6168,"tt0066550","Mon Apr 22 18:41:46 2013","Mon Apr 22 18:41:46 2013","","Watermelon Man","Feature Film","Melvin Van Peebles",NA,6.5,100,"1970","comedy, drama",1088,"1970-05-27","http://www.imdb.com/title/tt0066550/","0066550"
7780,"tt0078872","Thu Apr 25 03:00:33 2013","Thu Apr 25 03:00:33 2013","","The Black Stallion","Feature Film","Carroll Ballard",NA,7.4,118,"1979","adventure, family, sport",7387,"1979-10-13","http://www.imdb.com/title/tt0078872/","0078872"
5251,"tt0101531","Mon Apr 22 18:39:25 2013","Mon Apr 22 18:39:25 2013","","Cadence","Feature Film","Martin Sheen",NA,6.5,97,"1990","drama",3934,"1990-08-31","http://www.imdb.com/title/tt0101531/","0101531"
6596,"tt0078975","Mon Apr 22 18:42:42 2013","Mon Apr 22 18:42:42 2013","","Circle of Iron","Feature Film","Richard Moore",NA,5.9,102,"1978","action, adventure, fantasy",1482,"1978-07-25","http://www.imdb.com/title/tt0078975/","0078975"
8699,"tt1521197","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","Anonymous","Feature Film","Roland Emmerich",5,6.9,130,"2011","drama, history, thriller",30512,"2011-09-11","http://www.imdb.com/title/tt1521197/","1521197"
4345,"tt0119664","Mon Apr 22 18:37:14 2013","Mon Apr 22 18:37:14 2013","","Metro","Feature Film","Thomas Carter",NA,5.4,117,"1997","action, comedy, crime, drama, thriller",18706,"1997-01-17","http://www.imdb.com/title/tt0119664/","0119664"
1037,"tt1226240","Mon Apr 22 18:27:04 2013","Mon Apr 22 18:27:04 2013","","A Late Quartet","Feature Film","Yaron Zilberman",NA,7.1,105,"2012","drama, music",8363,"2012-09-10","http://www.imdb.com/title/tt1226240/","1226240"
2048,"tt0450340","Mon Apr 22 18:29:32 2013","Mon Apr 22 18:29:32 2013","","Unknown","Feature Film","Simon Brand",NA,6.5,85,"2006","crime, drama, mystery, thriller",23377,"2006-11-01","http://www.imdb.com/title/tt0450340/","0450340"
4635,"tt0107953","Mon Apr 22 18:37:51 2013","Mon Apr 22 18:37:51 2013","","Return of the Living Dead III","Feature Film","Brian Yuzna",NA,5.9,97,"1993","horror, romance, sci_fi",8669,"1993-08","http://www.imdb.com/title/tt0107953/","0107953"
7101,"tt1645131","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Romeo & Juliet","Feature Film","Carlo Carlei",NA,5.7,118,"2013","drama, history, romance",5415,"2013-09-24","http://www.imdb.com/title/tt1645131/","1645131"
2091,"tt0096734","Mon Apr 22 18:29:57 2013","Mon Apr 22 18:29:57 2013","","The 'Burbs","Feature Film","Joe Dante",NA,6.8,101,"1989","comedy, horror, mystery",43211,"1989-02-17","http://www.imdb.com/title/tt0096734/","0096734"
3292,"tt2420740","Mon Apr 22 18:33:52 2013","Mon Apr 22 18:33:52 2013","","Everest","Feature Film","Doug Liman",NA,NA,NA,"????","biography, drama, history",NA,"","http://www.imdb.com/title/tt2420740/","2420740"
2128,"tt0219699","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","The Gift","Feature Film","Sam Raimi",6,6.7,112,"2000","drama, horror, mystery, thriller",45532,"2000-12-22","http://www.imdb.com/title/tt0219699/","0219699"
6552,"tt0139615","Mon Apr 22 18:42:41 2013","Mon Apr 22 18:42:41 2013","","Slam","Feature Film","Marc Levin",NA,7.2,100,"1998","drama",1889,"1998-01-20","http://www.imdb.com/title/tt0139615/","0139615"
1367,"tt0396752","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Nanny McPhee","Feature Film","Kirk Jones",NA,6.6,97,"2005","comedy, family, fantasy",40377,"2005-10-21","http://www.imdb.com/title/tt0396752/","0396752"
727,"tt0114898","Mon Apr 22 18:26:34 2013","Mon Apr 22 18:26:34 2013","","Waterworld","Feature Film","Kevin Reynolds",8,6,135,"1995","action, adventure, sci_fi, thriller",121880,"1995-07-28","http://www.imdb.com/title/tt0114898/","0114898"
2262,"tt0115751","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","Breaking the Waves","Feature Film","Lars Von Trier",NA,7.9,159,"1996","drama, romance",41506,"1996-05-18","http://www.imdb.com/title/tt0115751/","0115751"
2885,"tt2692904","Mon Apr 22 18:31:50 2013","Mon Apr 22 18:31:50 2013","","Locke","Feature Film","Steven Knight",NA,7.1,85,"2013","drama",37983,"2013-09-02","http://www.imdb.com/title/tt2692904/","2692904"
7770,"tt0091670","Thu Apr 25 03:00:33 2013","Thu Apr 25 03:00:33 2013","","Sacrifice","Feature Film","Andrei Tarkovskij",NA,8.1,142,"1986","drama",11173,"1986-05-09","http://www.imdb.com/title/tt0091670/","0091670"
4103,"tt0077474","Mon Apr 22 18:36:44 2013","Mon Apr 22 18:36:44 2013","","The Driver","Feature Film","Walter Hill",NA,7.2,91,"1978","action, crime, thriller",7190,"1978-06-08","http://www.imdb.com/title/tt0077474/","0077474"
6361,"tt0114697","Mon Apr 22 18:42:14 2013","Mon Apr 22 18:42:14 2013","","Top Dog","Feature Film","Aaron Norris",NA,4,86,"1995","action, comedy, crime, thriller",2027,"1995-02","http://www.imdb.com/title/tt0114697/","0114697"
4476,"tt0072705","Mon Apr 22 18:37:48 2013","Mon Apr 22 18:37:48 2013","","Bite the Bullet","Feature Film","Richard Brooks",NA,6.7,132,"1975","action, adventure, western",3103,"1975-05-01","http://www.imdb.com/title/tt0072705/","0072705"
3631,"tt0099385","Mon Apr 22 18:35:15 2013","Mon Apr 22 18:35:15 2013","","Death Warrant","Feature Film","Deran Sarafian",NA,5.5,89,"1990","action, crime, drama, mystery, thriller",9741,"1990-09-14","http://www.imdb.com/title/tt0099385/","0099385"
7271,"tt0396171","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Perfume: The Story of a Murderer","Feature Film","Tom Tykwer",8,7.5,147,"2006","crime, drama, fantasy",162693,"2006-09-07","http://www.imdb.com/title/tt0396171/","0396171"
2369,"tt0316732","Mon Apr 22 18:30:54 2013","Mon Apr 22 18:30:54 2013","","Taxi","Feature Film","Tim Story",NA,4.3,97,"2004","action, comedy, crime, thriller",27994,"2004-10-06","http://www.imdb.com/title/tt0316732/","0316732"
4426,"tt0366920","Mon Apr 22 18:37:17 2013","Mon Apr 22 18:37:17 2013","","Pride and Prejudice","Feature Film","Andrew Black",NA,5.4,104,"2003","comedy, romance",1802,"2003-12-05","http://www.imdb.com/title/tt0366920/","0366920"
1402,"tt0889583","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Brüno","Feature Film","Larry Charles",NA,5.9,81,"2009","comedy",102647,"2009-06-25","http://www.imdb.com/title/tt0889583/","0889583"
8734,"tt0074084","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","1900","Feature Film","Bernardo Bertolucci",NA,7.8,317,"1976","drama",15414,"1976-05-21","http://www.imdb.com/title/tt0074084/","0074084"
9798,"tt0111611","Mon Apr 29 19:24:54 2013","Mon Apr 29 19:24:54 2013","","The Vernon Johns Story","TV Movie","Kenneth Fink",NA,7.1,100,"1994","biography, drama",214,"1994-01-15","http://www.imdb.com/title/tt0111611/","0111611"
1651,"tt0796302","Mon Apr 22 18:28:29 2013","Mon Apr 22 18:28:29 2013","","The Babysitters","Feature Film","David Ross",NA,5.8,88,"2007","drama",6530,"2007-09-11","http://www.imdb.com/title/tt0796302/","0796302"
5009,"tt0120070","Mon Apr 22 18:38:55 2013","Mon Apr 22 18:38:55 2013","","Savior","Feature Film","Peter Antonijevic",7,7.3,103,"1998","drama, war",7957,"1998-05-01","http://www.imdb.com/title/tt0120070/","0120070"
5694,"tt0076210","Mon Apr 22 18:40:48 2013","Mon Apr 22 18:40:48 2013","","The Island of Dr. Moreau","Feature Film","Don Taylor",NA,5.8,99,"1977","adventure, fantasy, horror, romance, sci_fi, thriller",3289,"1977-07-13","http://www.imdb.com/title/tt0076210/","0076210"
791,"tt0451079","Mon Apr 22 18:26:35 2013","Mon Apr 22 18:26:35 2013","","Horton Hears a Who!","Feature Film","Jimmy Hayward, Steve Martino",7,6.9,86,"2008","animation, adventure, comedy, family, fantasy",92126,"2008-03-03","http://www.imdb.com/title/tt0451079/","0451079"
5490,"tt0070464","Mon Apr 22 18:40:18 2013","Mon Apr 22 18:40:18 2013","","O Lucky Man!","Feature Film","Lindsay Anderson",NA,7.8,178,"1973","comedy, drama, fantasy, music",5309,"1973-03-26","http://www.imdb.com/title/tt0070464/","0070464"
6078,"tt0075016","Mon Apr 22 18:41:46 2013","Mon Apr 22 18:41:46 2013","","One of Our Dinosaurs Is Missing","Feature Film","Robert Stevenson",NA,6,100,"1975","family, adventure, comedy, mystery, thriller",1042,"1975-07-09","http://www.imdb.com/title/tt0075016/","0075016"
2951,"tt0120461","Mon Apr 22 18:33:22 2013","Mon Apr 22 18:33:22 2013","","Volcano","Feature Film","Mick Jackson",4,5.4,104,"1997","action, drama, sci_fi, thriller",50256,"1997-04-25","http://www.imdb.com/title/tt0120461/","0120461"
9347,"tt0135706","Mon Apr 29 19:23:53 2013","Mon Apr 29 19:23:53 2013","","When Trumpets Fade","TV Movie","John Irvin",NA,7.3,95,"1998","action, drama, war",4461,"1998-06-27","http://www.imdb.com/title/tt0135706/","0135706"
8770,"tt0242252","Mon Apr 29 18:16:32 2013","Mon Apr 29 18:16:32 2013","","The Affair of the Necklace","Feature Film","Charles Shyer",NA,6.1,118,"2001","drama, history",4085,"2001-11-20","http://www.imdb.com/title/tt0242252/","0242252"
5073,"tt0068264","Mon Apr 22 18:39:22 2013","Mon Apr 22 18:39:22 2013","","Ben","Feature Film","Phil Karlson",5,5.2,94,"1972","horror, thriller",1317,"1972-06-23","http://www.imdb.com/title/tt0068264/","0068264"
449,"tt0378194","Mon Apr 22 18:25:33 2013","Mon Apr 22 18:25:33 2013","","Kill Bill: Vol. 2","Feature Film","Quentin Tarantino",8,8,137,"2004","action, crime, thriller",414123,"2004-04-16","http://www.imdb.com/title/tt0378194/","0378194"
1618,"tt1886493","Mon Apr 22 18:28:28 2013","Mon Apr 22 18:28:28 2013","","Catch .44","Feature Film","Aaron Harvey",NA,4.7,94,"2011","action, crime, drama, thriller",12878,"2011-12-09","http://www.imdb.com/title/tt1886493/","1886493"
