Submission Id,Final Score,Grader's comments,"Part 1, Question 1, Pool Class survey S15, Response","Part 1, Question 1, Pool Class survey S15, Grader's comments","Part 1, Question 2, Pool Class survey S15, Response","Part 1, Question 2, Pool Class survey S15, Grader's comments","Part 1, Question 3, Pool Class survey S15, Response","Part 1, Question 3, Pool Class survey S15, Grader's comments","Part 1, Question 4, Pool Class survey S15, Response","Part 1, Question 4, Pool Class survey S15, Grader's comments","Part 1, Question 5, Pool Class survey S15, Response","Part 1, Question 5, Pool Class survey S15, Grader's comments","Part 1, Question 6, Pool Class survey S15, Response","Part 1, Question 6, Pool Class survey S15, Grader's comments","Part 1, Question 7, Pool Class survey S15, Response","Part 1, Question 7, Pool Class survey S15, Grader's comments","Part 1, Question 8, Pool Class survey S15, Response","Part 1, Question 8, Pool Class survey S15, Grader's comments","Part 1, Question 9, Pool Class survey S15, Response","Part 1, Question 9, Pool Class survey S15, Grader's comments","Part 1, Question 10, Pool Class survey S15, Response","Part 1, Question 10, Pool Class survey S15, Grader's comments","Part 1, Question 11, Pool Class survey S15, Response","Part 1, Question 11, Pool Class survey S15, Grader's comments","Part 1, Question 12, Pool Class survey S15, Response","Part 1, Question 12, Pool Class survey S15, Grader's comments","Part 1, Question 13, Pool Class survey S15, Response","Part 1, Question 13, Pool Class survey S15, Grader's comments","Part 1, Question 14, Pool Class survey S15, Response","Part 1, Question 14, Pool Class survey S15, Grader's comments","Part 1, Question 15, Pool Class survey S15, Response","Part 1, Question 15, Pool Class survey S15, Grader's comments","Part 1, Question 16, Pool Class survey S15, Response","Part 1, Question 16, Pool Class survey S15, Grader's comments","Part 1, Question 17, Pool Class survey S15, Response","Part 1, Question 17, Pool Class survey S15, Grader's comments","Part 1, Question 18, Pool Class survey S15, Response","Part 1, Question 18, Pool Class survey S15, Grader's comments","Part 1, Question 19, Pool Class survey S15, Response","Part 1, Question 19, Pool Class survey S15, Grader's comments","Part 1, Question 20, Pool Class survey S15, Response","Part 1, Question 20, Pool Class survey S15, Grader's comments","Part 1, Question 21, Pool Class survey S15, Response","Part 1, Question 21, Pool Class survey S15, Grader's comments","Part 1, Question 22, Pool Class survey S15, Response","Part 1, Question 22, Pool Class survey S15, Grader's comments","Part 1, Question 23, Pool Class survey S15, Response","Part 1, Question 23, Pool Class survey S15, Grader's comments","Part 1, Question 24, Pool Class survey S15, Response","Part 1, Question 24, Pool Class survey S15, Grader's comments","Part 1, Question 25, Pool Class survey S15, Response","Part 1, Question 25, Pool Class survey S15, Grader's comments","Part 1, Question 26, Pool Class survey S15, Response","Part 1, Question 26, Pool Class survey S15, Grader's comments","Part 1, Question 27, Pool Class survey S15, Response","Part 1, Question 27, Pool Class survey S15, Grader's comments","Part 1, Question 28, Pool Class survey S15, Response","Part 1, Question 28, Pool Class survey S15, Grader's comments","Part 1, Question 29, Pool Class survey S15, Response","Part 1, Question 29, Pool Class survey S15, Grader's comments","Part 1, Question 30, Pool Class survey S15, Response","Part 1, Question 30, Pool Class survey S15, Grader's comments","Part 1, Question 31, Pool Class survey S15, Response","Part 1, Question 31, Pool Class survey S15, Grader's comments","Part 1, Question 32, Pool Class survey S15, Response","Part 1, Question 32, Pool Class survey S15, Grader's comments","Part 1, Question 33, Pool Class survey S15, Response","Part 1, Question 33, Pool Class survey S15, Grader's comments","Part 1, Question 34, Pool Class survey S15, Response","Part 1, Question 34, Pool Class survey S15, Grader's comments","Part 1, Question 35, Pool Class survey S15, Response","Part 1, Question 35, Pool Class survey S15, Grader's comments","Part 1, Question 36, Pool Class survey S15, Response","Part 1, Question 36, Pool Class survey S15, Grader's comments","Part 1, Question 37, Pool Class survey S15, Response","Part 1, Question 37, Pool Class survey S15, Grader's comments","Part 1, Question 38, Pool Class survey S15, Response","Part 1, Question 38, Pool Class survey S15, Grader's comments","Part 1, Question 39, Pool Class survey S15, Response","Part 1, Question 39, Pool Class survey S15, Grader's comments","Part 1, Question 40, Pool Class survey S15, Response","Part 1, Question 40, Pool Class survey S15, Grader's comments","Part 1, Question 41, Pool Class survey S15, Response","Part 1, Question 41, Pool Class survey S15, Grader's comments","Part 1, Question 42, Pool Class survey S15, Response","Part 1, Question 42, Pool Class survey S15, Grader's comments","Part 1, Question 43, Pool Class survey S15, Response","Part 1, Question 43, Pool Class survey S15, Grader's comments","Part 1, Question 44, Pool Class survey S15, Response","Part 1, Question 44, Pool Class survey S15, Grader's comments","Part 1, Question 45, Pool Class survey S15, Response","Part 1, Question 45, Pool Class survey S15, Grader's comments","Part 1, Question 46, Pool Class survey S15, Response","Part 1, Question 46, Pool Class survey S15, Grader's comments","Part 1, Question 47, Pool Class survey S15, Response","Part 1, Question 47, Pool Class survey S15, Grader's comments","Part 1, Question 48, Pool Class survey S15, Response","Part 1, Question 48, Pool Class survey S15, Grader's comments","Part 1, Question 49, Pool Class survey S15, Response","Part 1, Question 49, Pool Class survey S15, Grader's comments","Part 1, Question 50, Pool Class survey S15, Response","Part 1, Question 50, Pool Class survey S15, Grader's comments","Part 1, Question 51, Pool Class survey S15, Response","Part 1, Question 51, Pool Class survey S15, Grader's comments","Part 1, Question 52, Pool Class survey S15, Response","Part 1, Question 52, Pool Class survey S15, Grader's comments","Part 1, Question 53, Pool Class survey S15, Response","Part 1, Question 53, Pool Class survey S15, Grader's comments"
635978,0,,1: 1,,Mid-Atlantic,,Junior,,Black,,West,,Basketball,,hell yes,,Beyonce,,Facebook,,no,,1: 1,,1: 2,,1: 2,,Nutella,,blue,,1: 9,,1: 12,,1: 4,,What even is the Perimeter ,,Divinity Refectory,,1: 200,,No,,Soy Sauce,,no,,"no, I was eligible but chose not to vote",,SLG,,Outer space,,1: 1,,1: 2,,1: 5,,1: 10,,Pepsi,,Phoebe,,4,,House Targaryen,,Friends,,Burrito,,Venusaur,,1: 2,,Cheddar,,Dog,,Cosmic,,chocolate,,Chipotle,,Yes,,Yes,,Pizza,,No Answer,,powdered eggs,,Game of Thrones,,Harry Potter,,Slytherin (because I’ll cut you),,1: 4,
635986,0,,1: 2,,Southeast,,Junior,,Brown,,Central,,Football,,hell yes,,Beyonce,,Facebook,,no,,1: 0,,1: 1,,1: 4,,Nutella,,none,,1: 5,,1: 12,,1: 2,,N/A,,Other,,1: 7,,Yes,,Sriracha,,no,,yes,,SLG,,Time,,1: 2,,1: 0,,1: 0,,1: 6,,No preference,,Monica,,3,,House Targaryen,,How I Met Your Mother,,Burrito Bowl,,Venusaur,,1: 2,,None of the above,,Cat,,Cosmic,,chocolate,,Chipotle,,No,,Yes,,Bakery,,1: 58,,the giant roasted hog,,Game of Thrones,,Harry Potter,,Slytherin (because I’ll cut you),,1: 1,
635994,0,,1: 0,,Southeast,,Junior,,Blonde,,West,,Football,,meh,,Taylor swift,,Snapchat,,no,,1: 6,,1: 2,,1: 0,,Some combination of two,,unsure,,1: 1,,1: 18,,1: 8,,What even is the Perimeter ,,Divinity Refectory,,1: 3,,Yes,,Soy Sauce,,no,,yes,,Independent,,Time,,1: 3,,1: 2,,1: 1,,1: 4,,Coke,,Chandler,,1,,I don’t know what you are talking about.,,Friends,,Burrito Bowl,,No Answer,,1: 6,,Pepperjack,,Dog,,Pizza,,chocolate,,Satisfactions,,Sometimes,,Yes,,Pine,,1: 51,,the giant roasted hog,,Hunger Games,,No Answer,,No Answer,,1: 0,
635997,0,,1: 1,,California,,Sophomore,,Brown,,Central,,Other,,meh,,Taylor swift,,Yikyak,,it’s complicated,,1: 1,,1: 2,,1: 2,,Nutella,,none,,1: 6,,1: 16,,1: 14,,What even is the Perimeter ,,Divinity Refectory,,1: 0,,Yes,,Ketchup,,yes,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 22,,1: 0,,1: 0,,1: 2,,Neither they’re nasty,,Rachel,,2,,House Stark,,House of Cards,,Burrito Bowl,,Charizard,,1: 6,,None of the above,,Cat,,Pitchforks,,vanilla,,Chipotle,,No,,Yes,,Pine,,1: 56,,powdered eggs,,Game of Thrones,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 2,
636002,0,,1: 1,,Mid-Atlantic,,Sophomore,,Brown,,West,,Basketball,,hell yes,,Beyonce,,Facebook,,it’s complicated,,1: 1,,1: 2,,1: 2,,Nutella,,none,,1: 13,,1: 12,,1: 6,,What even is the Perimeter ,,Edens Cafe (lol),,1: 100,,No,,Soy Sauce,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Outer space,,1: 11,,1: 3,,1: 0,,1: 12,,Coke,,Monica,,2,,House Tyrell,,Gilmore Girls,,Burrito,,Blastoise,,1: 5,,Brie,,Dog,,Pizza,,sweet-and-salty,,Chipotle,,No,,No,,Pizza,,1: 49,,salad bar,,Harry Potter,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 0,
636008,0,,1: 1,,Southeast,,Sophomore,,Brown,,West,,Basketball,,hell yes,,Beyonce,,Facebook,,it’s complicated,,1: 2,,1: 2,,1: 1,,Some combination of two,,blue,,1: 5,,1: 16,,1: 8,,What even is the Perimeter ,,Divinity Refectory,,1: 30,,No,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,SLG,,Outer space,,1: 4,,1: 1,,1: 0,,1: 2,,Coke,,Rachel,,3,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito Bowl,,Blastoise,,1: 6,,Brie,,Cat,,Cookout,,fruity,,Parker and Otis,,Sometimes,,Yes,,Clean Laundry,,1: 53,,the giant roasted hog,,Harry Potter,,Harry Potter,,Slytherin (because I’ll cut you),,1: 0,
636009,0,,1: 1,,New England,,Junior,,Brown,,West,,Basketball,,hell yes,,Beyonce,,Facebook,,no,,1: 1,,1: 2,,1: 2,,Nutella,,none,,1: 5,,1: 13,,1: 3,,N/A,,Divinity Refectory,,1: 100,,No,,Soy Sauce,,no,,yes,,SLG,,Time,,1: 3,,1: 1,,1: 1,,1: 4,,Coke,,Phoebe,,3,,House Stark,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: 6,,Brie,,Dog,,Cosmic,,fruity,,Chipotle,,No,,Yes,,Clean Laundry,,1: 49.5,,powdered eggs,,Game of Thrones,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 3,
636011,0,,1: 4,,Southeast,,Senior,,Brown,,West,,I don’t watch sports,,yes,,none of these,,Facebook,,no,,1: 2,,1: 2,,1: 0,,Some combination of two,,none,,1: 2,,1: NA,,1: 2,,What even is the Perimeter ,,Divinity Refectory,,1: 2,,Yes,,Honey Mustard,,no,,yes,,Independent,,Outer space,,1: 15,,1: 1,,1: 2,,1: 0,,No preference,,Joey,,4,,I don’t know what you are talking about.,,How I Met Your Mother,,Salad,,Charizard,,1: 5,,Goat,,Dog,,Pitchforks,,sweet-and-salty,,Parker and Otis,,Shhhhh….,,No,,Bakery,,1: 53,,watery pasta,,Harry Potter,,Legend of Zelda,,Ravenclaw (because I’m better than you),,1: 0,
636012,0,,1: 1,,Mid-Atlantic,,Sophomore,,Brown,,West,,Basketball,,hell yes,,none of these,,Snapchat,,no,,1: 3,,1: 2,,1: 3,,Nutella,,black,,1: 5,,1: 16,,1: 10,,What even is the Perimeter ,,Other,,1: 15,,Yes,,Sriracha,,no,,"no, I was not eligible due to age or citizenship status",,SLG,,Time,,1: 3,,1: 3,,1: 2,,1: 30,,Coke,,Chandler,,3,,House Targaryen,,Friends,,Burrito Bowl,,Charizard,,1: 6,,Goat,,Dog,,Pitchforks,,chocolate,,Chipotle,,Yes,,No,,Bakery,,1: 49,,powdered eggs,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 1,
636013,0,,1: 7,,Midwest,,Junior,,Blonde,,West,,Basketball,,hell yes,,none of these,,Facebook,,it’s complicated,,1: 0,,1: 2,,1: 4,,Nutella,,none,,1: 10,,1: 6,,1: 6,,What even is the Perimeter ,,Blue Express,,1: 4,,Yes,,Sriracha,,no,,yes,,SLG,,Outer space,,1: 4,,1: 1,,1: 0,,1: 7,,Coke,,Phoebe,,3,,House Stark,,House of Cards,,Burrito Bowl,,Jigglypuff,,1: 8,,Pepperjack,,Dog,,Cookout,,chocolate,,Chipotle,,No,,No,,Bakery,,1: 52.5,,salad bar,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 0,
636041,0,,1: 0,,Southeast,,Junior,,Brown,,West,,Basketball,,hell yes,,Taylor swift,,Instagram,,no,,1: 1,,1: 2,,1: 2,,Peanut butter,,blue,,1: 17,,1: 17,,1: 5,,All of the Above,,The Loop,,1: 30,,Yes,,Sriracha,,no,,yes,,Greek life,,Outer space,,1: 1,,1: .5,,1: 3,,1: 15,,Neither they’re nasty,,Monica,,3,,I don’t know what you are talking about.,,Gilmore Girls,,Burrito Bowl,,Jigglypuff,,1: 7,,Feta,,Dog,,Cookout,,chocolate,,Harris Teeter’s,,No,,No,,Clean Laundry,,1: 51.5,,the giant roasted hog,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 2,
636048,0,,1: 3,,Southeast,,Junior,,Blonde,,West,,Football,,no,,none of these,,Vine,,it’s complicated,,1: 0,,1: 1,,1: 1,,Nutella,,none,,1: 8,,1: 16,,1: 4,,No Answer,,None of the above,,1: 3,,Yes,,Honey Mustard,,no,,yes,,Athletic Team,,Time,,1: 1,,1: 12,,1: 1,,1: 7,,Neither they’re nasty,,Joey,,4,,House Greyjoy,,House of Cards,,Burrito Bowl,,Blastoise,,1: 9,,Brie,,Cat,,Cosmic,,sweet-and-salty,,Chipotle,,Yes,,No,,Clean Laundry,,1: 54,,watery pasta,,Game of Thrones,,Game of Thrones,,Ravenclaw (because I’m better than you),,1: 4,
636163,0,,1: 0,,New England,,Sophomore,,Brown,,West,,Other,,meh,,Taylor swift,,Facebook,,yes,,1: 0,,1: 2,,1: 0,,Nutella,,blue,,1: 4,,1: 19,,1: 4,,What even is the Perimeter ,,Other,,1: 10,,Yes,,Maple Syrup,,no,,"no, I was eligible but chose not to vote",,SLG,,Time,,1: 2,,1: 0,,1: 2,,1: 8,,No preference,,Joey,,3,,House Targaryen,,Gilmore Girls,,Soft tacos,,Jigglypuff,,1: 6,,None of the above,,Dog,,Pitchforks,,fruity,,Harris Teeter’s,,Sometimes,,Yes,,Pine,,1: 50,,watery pasta,,Hunger Games,,Legend of Zelda,,Gryffindor (because I’m a badass),,1: 0,
636164,0,,1: 1,,Southeast,,Sophomore,,Brown,,Central,,I don’t watch sports,,meh,,none of these,,Facebook,,yes,,1: 3,,1: 2,,1: 0,,Jelly,,none,,1: 0,,1: 15,,1: 15,,What even is the Perimeter ,,Divinity Refectory,,1: 20,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Outer space,,1: 13,,1: 5,,1: 0,,1: 0,,Neither they’re nasty,,Rachel,,1,,House Stark,,Breaking Bad,,Burrito Bowl,,Charizard,,1: 3,,None of the above,,Dog,,Pizza,,chocolate,,Cosmic,,No,,Yes,,Clean Laundry,,1: 49,,powdered eggs,,Game of Thrones,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 0,
